Official name of position,internal disk name,internal naming per Disk,Module,flex cable,HubID,PC position phi,PC position Mirror,PC port,PC identifier,PC name,DCDC,DCDC J11/J12,DCDC channel,DCDC name,Filterboard module power ID,Filterboard module power,POH board,POH Bundle,POH SN,DOH bundle,DOH QR,DOH A/B,CCU,CCU channel,PP0 Adapter/FED,PP0 Ad.Slot/FED,PP0 Adapter/FEC,PP0 Ad.Slot/FEC,internal POH no,POH fiber color,FED Fiber,FED channel,FED position,FED receiver,FED ID,FEC/FED crate,FEC ID,FEC position,mfec,mfecchannel,HV group,nominal HV,old FED ID,Cooling loop,tkFEC connection,,,,,,,
FPix_BpI_D3_BLD1_PNL2_RNG2,,17T,M-Q-7-06,4318,6,3Td,3TA,1,PR147,portcard_FPix_BpI_D3_PRT4,PB-43,J12,3,dcdc_FPix_BpI_D3_PRT4,Disk3_RG4,CI-A 030,P57,D1,SN112498/0036,C8,30201210004690,B,0x7d,0x12,FPix +z up right 5,1,FPix +z up right 6,2,14,turquoise-12,12,23/24,1,t,1296,top,9,9,3,2,D3-RG4-HV1,,1280,pA,4,,,,,,,
FPix_BpI_D3_BLD17_PNL1_RNG2,,1B,M-Q-3-26,4291,5,3Ba,3BD,7,PR009,portcard_FPix_BpI_D3_PRT1,PB-44,J11,1,dcdc_FPix_BpI_D3_PRT1,Disk3_RG1,CI-A 047,FP28,A21,SN112498/0029,B12,30201210004643,A,0x7b,0x12,FPix +z down right 2,1,FPix +z down right 3,4,1,yellow-9,21,41/42,7,b,1302,top,9,9,4,1,D3-RG1-HV1,,1286,pA,4,,,,,,,
FPix_BpI_D3_BLD16_PNL1_RNG2,,2B,M-Q-9-40,4263,4,3Ba,3BD,5,PR009,portcard_FPix_BpI_D3_PRT1,PB-44,J11,1,dcdc_FPix_BpI_D3_PRT1,Disk3_RG1,CI-A 047,FP28,A20,SN112498/0026,B12,30201210004643,A,0x7b,0x12,FPix +z down right 2,2,FPix +z down right 3,4,2,yellow-9,9,17/18,7,t,1302,top,9,9,4,1,D3-RG1-HV1,,1286,pA,4,,,,,,,
FPix_BpI_D3_BLD15_PNL1_RNG2,,3B,M-Q-4-06,4295,3,3Ba,3BD,3,PR009,portcard_FPix_BpI_D3_PRT1,PB-44,J11,1,dcdc_FPix_BpI_D3_PRT1,Disk3_RG1,CI-A 047,FP28,A19,SN112498/0002,B12,30201210004643,A,0x7b,0x12,FPix +z down right 2,3,FPix +z down right 3,4,3,yellow-9,21,41/42,6,b,1301,top,9,9,4,1,D3-RG1-HV1,,1285,pA,4,,,,,,,
FPix_BpI_D3_BLD14_PNL1_RNG2,,4B,M-K-3-48,4275,2,3Ba,3BD,1,PR009,portcard_FPix_BpI_D3_PRT1,PB-44,J11,1,dcdc_FPix_BpI_D3_PRT1,Disk3_RG1,CI-A 047,FP28,A18,SN112498/0003,B12,30201210004643,A,0x7b,0x12,FPix +z down right 2,4,FPix +z down right 3,4,4,yellow-9,9,17/18,6,t,1301,top,9,9,4,1,D3-RG1-HV1,,1285,pA,4,,,,,,,
FPix_BpI_D3_BLD13_PNL1_RNG2,,5B,M-Q-4-24,4319,6,3Bb,3BC,7,PR012,portcard_FPix_BpI_D3_PRT2,PB-8,J11,1,dcdc_FPix_BpI_D3_PRT2,Disk3_RG2,CI-A 019,P86,A18,SN112498/0003,B12,30201210004643,B,0x7c,0x12,FPix +z down right 2,4,FPix +z down right 3,4,4,pink-11,11,21/22,6,t,1301,top,9,9,4,2,D3-RG2-HV1,,1285,pA,4,,,,,,,
FPix_BpI_D3_BLD12_PNL1_RNG2,,6B,M-P-5-34,4317,5,3Bb,3BC,5,PR012,portcard_FPix_BpI_D3_PRT2,PB-8,J11,1,dcdc_FPix_BpI_D3_PRT2,Disk3_RG2,CI-A 019,P86,A17,SN112498/0037,B12,30201210004643,B,0x7c,0x12,FPix +z down right 2,1,FPix +z down right 3,4,5,pink-11,23,45/46,5,b,1300,top,9,9,4,2,D3-RG2-HV1,,1284,pA,4,,,,,,,
FPix_BpI_D3_BLD11_PNL1_RNG2,,7B,M-P-2-38,4271,4,3Bb,3BC,4,PR012,portcard_FPix_BpI_D3_PRT2,PB-8,J11,2,dcdc_FPix_BpI_D3_PRT2,Disk3_RG2,CI-A 019,P86,B16,SN112498/0005,B12,30201210004643,B,0x7c,0x12,FPix +z down right 2,2,FPix +z down right 3,4,6,yellow-9,9,17/18,5,t,1300,top,9,9,4,2,D3-RG2-HV1,,1284,pA,4,,,,,,,
FPix_BpI_D3_BLD10_PNL1_RNG2,,8B,M-Q-9-24,4277,3,3Bb,3BC,3,PR012,portcard_FPix_BpI_D3_PRT2,PB-8,J11,1,dcdc_FPix_BpI_D3_PRT2,Disk3_RG2,CI-A 019,P86,B16,SN112498/0005,B12,30201210004643,B,0x7c,0x12,FPix +z down right 2,2,FPix +z down right 3,4,6,pink-11,11,21/22,5,t,1300,top,9,9,4,2,D3-RG2-HV1,,1284,pA,4,,,,,,,
FPix_BpI_D3_BLD9_PNL1_RNG2,,9B,M-Q-A-48,4299,2,3Bb,3BC,1,PR012,portcard_FPix_BpI_D3_PRT2,PB-8,J11,1,dcdc_FPix_BpI_D3_PRT2,Disk3_RG2,CI-A 019,P86,B15,SN112498/0006,B12,30201210004643,B,0x7c,0x12,FPix +z down right 3,3,FPix +z down right 3,4,7,pink-11,23,45/46,4,b,1299,top,9,9,4,2,D3-RG2-HV1,,1283,pA,4,,,,,,,
FPix_BpI_D3_BLD8_PNL1_RNG2,,10B,M-Q-A-37,4323,5,3Bc,3BB,7,PR051,portcard_FPix_BpI_D3_PRT3,PB-53,J11,1,dcdc_FPix_BpI_D3_PRT3,Disk3_RG3,CI-A 041,FP30,C7,SN112498/0010,C8,30201210004690,A,0x7e,0x12,FPix +z up right 6,1,FPix +z up right 6,2,8,yellow-9,9,17/18,4,t,1299,top,9,9,3,1,D3-RG3-HV1,,1283,pA,4,,,,,,,
FPix_BpI_D3_BLD7_PNL1_RNG2,,11B,M-Q-7-21,4297,4,3Bc,3BB,5,PR051,portcard_FPix_BpI_D3_PRT3,PB-53,J11,1,dcdc_FPix_BpI_D3_PRT3,Disk3_RG3,CI-A 041,FP30,C6,SN112498/0009,C8,30201210004690,A,0x7e,0x12,FPix +z up right 5,6,FPix +z up right 6,2,9,yellow-9,21,41/42,3,b,1298,top,9,9,3,1,D3-RG3-HV1,,1282,pA,4,,,,,,,
FPix_BpI_D3_BLD6_PNL1_RNG2,,12B,M-Q-3-07,4326,3,3Bc,3BB,3,PR051,portcard_FPix_BpI_D3_PRT3,PB-53,J11,1,dcdc_FPix_BpI_D3_PRT3,Disk3_RG3,CI-A 041,FP30,D5,SN112498/0008,C8,30201210004690,A,0x7e,0x12,FPix +z up right 5,5,FPix +z up right 6,2,10,yellow-9,9,17/18,3,t,1298,top,9,9,3,1,D3-RG3-HV1,,1282,pA,4,,,,,,,
FPix_BpI_D3_BLD5_PNL1_RNG2,,13B,M-Q-3-32,4281,2,3Bc,3BB,1,PR051,portcard_FPix_BpI_D3_PRT3,PB-53,J11,1,dcdc_FPix_BpI_D3_PRT3,Disk3_RG3,CI-A 041,FP30,D4,SN112498/0040,C8,30201210004690,A,0x7e,0x12,FPix +z up right 5,4,FPix +z up right 6,2,11,yellow-9,21,41/42,2,b,1297,top,9,9,3,1,D3-RG3-HV1,,1281,pA,4,,,,,,,
FPix_BpI_D3_BLD4_PNL1_RNG2,,14B,M-M-1-40,4276,5,3Bd,3BA,7,PR047,portcard_FPix_BpI_D3_PRT4,PB-43,J11,1,dcdc_FPix_BpI_D3_PRT4,Disk3_RG4,CI-A 030,P74,D4,SN112498/0040,C8,30201210004690,B,0x7d,0x12,FPix +z up right 5,4,FPix +z up right 6,2,11,pink-11,23,45/46,2,b,1297,top,9,9,3,2,D3-RG4-HV1,,1281,pA,4,,,,,,,
FPix_BpI_D3_BLD3_PNL1_RNG2,,15B,M-Q-4-07,4274,4,3Bd,3BA,5,PR047,portcard_FPix_BpI_D3_PRT4,PB-43,J11,1,dcdc_FPix_BpI_D3_PRT4,Disk3_RG4,CI-A 030,P74,D3,SN112498/0031,C8,30201210004690,B,0x7d,0x12,FPix +z up right 5,3,FPix +z up right 6,2,12,pink-11,11,21/22,2,t,1297,top,9,9,3,2,D3-RG4-HV1,,1281,pA,4,,,,,,,
FPix_BpI_D3_BLD2_PNL1_RNG2,,16B,M-Q-6-01,4279,3,3Bd,3BA,3,PR047,portcard_FPix_BpI_D3_PRT4,PB-43,J11,1,dcdc_FPix_BpI_D3_PRT4,Disk3_RG4,CI-A 030,P74,D2,SN112498/0030,C8,30201210004690,B,0x7d,0x12,FPix +z up right 5,2,FPix +z up right 6,2,13,pink-11,23,45/46,1,b,1296,top,9,9,3,2,D3-RG4-HV1,,1280,pA,4,,,,,,,
FPix_BpI_D3_BLD1_PNL1_RNG2,,17B,M-Q-A-38,4286,2,3Bd,3BA,1,PR047,portcard_FPix_BpI_D3_PRT4,PB-43,J11,1,dcdc_FPix_BpI_D3_PRT4,Disk3_RG4,CI-A 030,P74,D1,SN112498/0036,C8,30201210004690,B,0x7d,0x12,FPix +z up right 5,1,FPix +z up right 6,2,14,pink-11,11,21/22,1,t,1296,top,9,9,3,2,D3-RG4-HV1,,1280,pA,4,,,,,,,
,,,,,,,,,,,,,,,,Filterboard auxilary power,,,,,CCU DOH QR,,CCU board,DCU board,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,CI-B 006,,,,C11,30201210004618,,S/N 003,S/N 01,CCU+tFEC,,FPix +z up right 6,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPix_BpO_D1_BLD1_PNL2_RNG1,HC4-Disk1-Inner,1T,M-Y-H-NG,10017,15,1Ta,1TA,6,PR132,portcard_FPix_BpO_D1_PRT1,PB-11,J12,4,dcdc_FPix_BpO_D1_PRT1,Disk1_RG1,CI-A 026,P81,A1,SN112498/0007,B8,30201210004667,A,0x7b,0x10,FPix +z up left 2,6,FPix +z up left 3,5,1,brown-4,4,7/8,1,t,1308,up center,11,9,1,1,D1-RG1-HV2,,1287,pA,3,BpO,,PortCard Position:,,,,
FPix_BpO_D1_BLD2_PNL2_RNG1,,2T,M-O-1-22,6032,14,1Ta,1TA,4,PR132,portcard_FPix_BpO_D1_PRT1,PB-11,J12,4,dcdc_FPix_BpO_D1_PRT1,Disk1_RG1,CI-A 026,P81,A2,SN112498/0021,B8,30201210004667,A,0x7b,0x10,FPix +z up left 2,5,FPix +z up left 3,5,2,brown-4,16,31/32,1,b,1308,up center,11,9,1,1,D1-RG1-HV2,,1287,pA,3,,,XYZ:,X: disk number 1-3,,,
FPix_BpO_D1_BLD3_PNL2_RNG1,,3T,M-J-4-40,10001,13,1Ta,1TA,2,PR132,portcard_FPix_BpO_D1_PRT1,PB-11,J12,4,dcdc_FPix_BpO_D1_PRT1,Disk1_RG1,CI-A 026,P81,A3,SN112498/0022,B8,30201210004667,A,0x7b,0x10,FPix +z up left 2,4,FPix +z up left 3,5,3,brown-4,4,7/8,2,t,1309,up center,11,9,1,1,D1-RG1-HV2,,1288,pA,3,,,,Y: top/bottom,,,
FPix_BpO_D1_BLD4_PNL2_RNG1,,4T,M-Y-N-NA,6084,15,1Tb,1TB,6,PR137,portcard_FPix_BpO_D1_PRT2,PB-3,J12,4,dcdc_FPix_BpO_D1_PRT2,Disk1_RG2,CI-A 015,P115,A5,SN112498/0023,B8,30201210004667,B,0x7c,0x10,FPix +z up left 2,2,FPix +z up left 3,5,5,orange-2,2,3/4,3,t,1310,up center,11,9,1,2,D1-RG2-HV2,,1289,pA,3,,,,Z: position phi (a-d),,Z: position mirror (A-D),
FPix_BpO_D1_BLD5_PNL2_RNG1,,5T,M-O-3-04,6085,14,1Tb,1TB,2,PR137,portcard_FPix_BpO_D1_PRT2,PB-3,J12,4,dcdc_FPix_BpO_D1_PRT2,Disk1_RG2,CI-A 015,P115,B7,SN112498/0025,B8,30201210004667,B,0x7c,0x10,FPix +z up left 3,6,FPix +z up left 3,5,7,orange-2,2,3/4,4,t,1311,up center,11,9,1,2,D1-RG2-HV2,,1290,pA,3,,,,,,,
FPix_BpO_D1_BLD6_PNL2_RNG1,,6T,M-O-1-01,6039,15,1Tc,1TC,6,PR133,portcard_FPix_BpO_D1_PRT3,PB-20,J12,4,dcdc_FPix_BpO_D1_PRT3,Disk1_RG3,CI-A 049,P116,C15,SN112498/0020,C12,30201210004626,A,0x7e,0x10,FPix +z down left 6,1,FPix +z down left 6,4,8,brown-4,16,31/32,4,b,1311,up center,12,10,1,1,D1-RG3-HV2,,1290,pA,3,,,BmI:,-z +x (left),,,
FPix_BpO_D1_BLD7_PNL2_RNG1,,7T,M-Y-J-NP,6089,14,1Tc,1TC,4,PR133,portcard_FPix_BpO_D1_PRT3,PB-20,J12,4,dcdc_FPix_BpO_D1_PRT3,Disk1_RG3,CI-A 049,P116,C16,SN112498/0057,C12,30201210004626,A,0x7e,0x10,FPix +z down left 5,6,FPix +z down left 6,4,9,brown-4,4,7/8,5,t,1312,up center,12,10,1,1,D1-RG3-HV2,,1291,pA,3,,,BmO:,-z -x (right),,,
FPix_BpO_D1_BLD8_PNL2_RNG1,,8T,M-P-1-33,6007,13,1Tc,1TC,2,PR133,portcard_FPix_BpO_D1_PRT3,PB-20,J12,4,dcdc_FPix_BpO_D1_PRT3,Disk1_RG3,CI-A 049,P116,D17,SN112498/0059,C12,30201210004626,A,0x7e,0x10,FPix +z down left 5,5,FPix +z down left 6,4,10,brown-4,16,31/32,5,b,1312,up center,12,10,1,1,D1-RG3-HV2,,1291,pA,3,,,BpI:,+z +x (right),,,
FPix_BpO_D1_BLD9_PNL2_RNG1,,9T,M-P-2-45,10002,15,1Td,1TD,6,PR136,portcard_FPix_BpO_D1_PRT4,PB-26,J12,4,dcdc_FPix_BpO_D1_PRT4,Disk1_RG4,CI-A 048,P117,D19,SN112498/0042,C12,30201210004626,B,0x7d,0x10,FPix +z down left 5,3,FPix +z down left 6,4,12,orange-2,14,27/28,6,b,1313,up center,12,10,1,2,D1-RG4-HV2,,1292,pA,3,,,BpO:,+z -x (left),,,
FPix_BpO_D1_BLD10_PNL2_RNG1,,10T,M-Y-M-NJ,6242,14,1Td,1TD,4,PR136,portcard_FPix_BpO_D1_PRT4,PB-26,J12,4,dcdc_FPix_BpO_D1_PRT4,Disk1_RG4,CI-A 048,P117,D20,SN112498/0054,C12,30201210004626,B,0x7d,0x10,FPix +z down left 5,2,FPix +z down left 6,4,13,orange-2,2,3/4,7,t,1314,up center,12,10,1,2,D1-RG4-HV2,,1293,pA,3,,,,,,,
FPix_BpO_D1_BLD11_PNL2_RNG1,,11T,M-K-1-29,6099,13,1Td,1TD,2,PR136,portcard_FPix_BpO_D1_PRT4,PB-26,J12,4,dcdc_FPix_BpO_D1_PRT4,Disk1_RG4,CI-A 048,P117,D21,SN112498/0053,C12,30201210004626,B,0x7d,0x10,FPix +z down left 5,1,FPix +z down left 6,4,14,orange-2,14,27/28,7,b,1314,up center,12,10,1,2,D1-RG4-HV2,,1293,pA,3,,,,,,,
FPix_BpO_D1_BLD1_PNL1_RNG1,,1B,M-Y-H-NQ,6078,12,1Ba,1BA,6,PR025,portcard_FPix_BpO_D1_PRT1,PB-11,J11,2,dcdc_FPix_BpO_D1_PRT1,Disk1_RG1,CI-A 026,P67,A1,SN112498/0007,B8,30201210004667,A,0x7b,0x10,FPix +z up left 2,6,FPix +z up left 3,5,1,green-3,3,5/6,1,t,1308,up center,11,9,1,1,D1-RG1-HV2,,1287,pA,3,,,POH bundles,"1,2,3,4,5,6,7,12,13,18,19,20,21,22",,,(14 bundles - 12 fibers/bundle - 1.72 POHs/bundle)
FPix_BpO_D1_BLD2_PNL1_RNG1,,2B,M-M-4-11,6250,11,1Ba,1BA,4,PR025,portcard_FPix_BpO_D1_PRT1,PB-11,J11,2,dcdc_FPix_BpO_D1_PRT1,Disk1_RG1,CI-A 026,P67,A2,SN112498/0021,B8,30201210004667,A,0x7b,0x10,FPix +z up left 2,5,FPix +z up left 3,5,2,green-3,15,29/30,1,b,1308,up center,11,9,1,1,D1-RG1-HV2,,1287,pA,3,,,pDOH bundles,"8,14,9,15,10,16",,,(6 bundles - 8 fibers/bundle - 2 DOHs/bundle)
FPix_BpO_D1_BLD3_PNL1_RNG1,,3B,M-K-2-44,6047,10,1Ba,1BA,2,PR025,portcard_FPix_BpO_D1_PRT1,PB-11,J11,2,dcdc_FPix_BpO_D1_PRT1,Disk1_RG1,CI-A 026,P67,A3,SN112498/0022,B8,30201210004667,A,0x7b,0x10,FPix +z up left 2,4,FPix +z up left 3,5,3,green-3,3,5/6,2,t,1309,up center,11,9,1,1,D1-RG1-HV2,,1288,pA,3,,,tDOH bundle,17,,,(1 bundle - 8 fibers/bundle)
FPix_BpO_D1_BLD4_PNL1_RNG1,,4B,M-I-2-50,6044,13,1Bb,1BB,6,PR037,portcard_FPix_BpO_D1_PRT2,PB-3,J11,2,dcdc_FPix_BpO_D1_PRT2,Disk1_RG2,CI-A 015,P79,A5,SN112498/0023,B8,30201210004667,B,0x7c,0x10,FPix +z up left 2,2,FPix +z up left 3,5,5,blue-1,1,1/2,3,t,1310,up center,11,9,1,2,D1-RG2-HV2,,1289,pA,3,,,,,,,
FPix_BpO_D1_BLD5_PNL1_RNG1,,5B,M-J-1-34,6029,12,1Bb,1BB,2,PR037,portcard_FPix_BpO_D1_PRT2,PB-3,J11,2,dcdc_FPix_BpO_D1_PRT2,Disk1_RG2,CI-A 015,P79,B7,SN112498/0025,B8,30201210004667,B,0x7c,0x10,FPix +z up left 3,6,FPix +z up left 3,5,7,blue-1,1,1/2,4,t,1311,up center,11,9,1,2,D1-RG2-HV2,,1290,pA,3,,,PR048/PR107 replaced with PR026/PR196 - but HV deciding resistor has not been removed.,,,,
FPix_BpO_D1_BLD6_PNL1_RNG1,,6B,M-I-1-08,6043,12,1Bc,1BC,6,PR033,portcard_FPix_BpO_D1_PRT3,PB-20,J11,2,dcdc_FPix_BpO_D1_PRT3,Disk1_RG3,CI-A 049,P80,C15,SN112498/0020,C12,30201210004626,A,0x7e,0x10,FPix +z down left 6,1,FPix +z down left 6,4,8,green-3,15,29/30,4,b,1311,up center,12,10,1,1,D1-RG3-HV2,,1290,pA,3,,,PR107 was put back in favor of PR196,,,,
FPix_BpO_D1_BLD7_PNL1_RNG1,,7B,M-Y-T-NJ,6042,11,1Bc,1BC,4,PR033,portcard_FPix_BpO_D1_PRT3,PB-20,J11,2,dcdc_FPix_BpO_D1_PRT3,Disk1_RG3,CI-A 049,P80,C16,SN112498/0057,C12,30201210004626,A,0x7e,0x10,FPix +z down left 5,6,FPix +z down left 6,4,9,green-3,3,5/6,5,t,1312,up center,12,10,1,1,D1-RG3-HV2,,1291,pA,3,,,,,,,
FPix_BpO_D1_BLD8_PNL1_RNG1,,8B,M-K-1-08,6041,10,1Bc,1BC,2,PR033,portcard_FPix_BpO_D1_PRT3,PB-20,J11,2,dcdc_FPix_BpO_D1_PRT3,Disk1_RG3,CI-A 049,P80,D17,SN112498/0059,C12,30201210004626,A,0x7e,0x10,FPix +z down left 5,5,FPix +z down left 6,4,10,green-3,15,29/30,5,b,1312,up center,12,10,1,1,D1-RG3-HV2,,1291,pA,3,,,,,,,
FPix_BpO_D1_BLD9_PNL1_RNG1,,9B,M-K-3-23,6239,12,1Bd,1BD,6,PR036,portcard_FPix_BpO_D1_PRT4,PB-26,J11,2,dcdc_FPix_BpO_D1_PRT4,Disk1_RG4,CI-A 048,P82,D19,SN112498/0042,C12,30201210004626,B,0x7d,0x10,FPix +z down left 5,3,FPix +z down left 6,4,12,blue-1,13,25/26,6,b,1313,up center,12,10,1,2,D1-RG4-HV2,,1292,pA,3,,,,,,,
FPix_BpO_D1_BLD10_PNL1_RNG1,,10B,M-K-3-30,10015,11,1Bd,1BD,4,PR036,portcard_FPix_BpO_D1_PRT4,PB-26,J11,2,dcdc_FPix_BpO_D1_PRT4,Disk1_RG4,CI-A 048,P82,D20,SN112498/0054,C12,30201210004626,B,0x7d,0x10,FPix +z down left 5,2,FPix +z down left 6,4,13,blue-1,1,1/2,7,t,1314,up center,12,10,1,2,D1-RG4-HV2,,1293,pA,3,,,,,,,
FPix_BpO_D1_BLD11_PNL1_RNG1,,11B,M-Y-K-NN,11019,10,1Bd,1BD,2,PR036,portcard_FPix_BpO_D1_PRT4,PB-26,J11,2,dcdc_FPix_BpO_D1_PRT4,Disk1_RG4,CI-A 048,P82,D21,SN112498/0053,C12,30201210004626,B,0x7d,0x10,FPix +z down left 5,1,FPix +z down left 6,4,14,blue-1,13,25/26,7,b,1314,up center,12,10,1,2,D1-RG4-HV2,,1293,pA,3,,,,,,,
FPix_BpO_D1_BLD1_PNL2_RNG2,HC4-Disk1-Outer,1T,M-N-3-32,6010,9,1Ta,1TA,7,PR132,portcard_FPix_BpO_D1_PRT1,PB-11,J12,3,dcdc_FPix_BpO_D1_PRT1,Disk1_RG1,CI-A 026,P81,A1,SN112498/0007,B8,30201210004667,A,0x7b,0x10,FPix +z up left 2,6,FPix +z up left 3,5,1,orange-2,2,3/4,1,t,1308,up center,11,9,1,1,D1-RG1-HV1,,1287,pA,3,BpO,,,,,,
FPix_BpO_D1_BLD2_PNL2_RNG2,,2T,M-M-1-38,10059,8,1Ta,1TA,5,PR132,portcard_FPix_BpO_D1_PRT1,PB-11,J12,3,dcdc_FPix_BpO_D1_PRT1,Disk1_RG1,CI-A 026,P81,A2,SN112498/0021,B8,30201210004667,A,0x7b,0x10,FPix +z up left 2,5,FPix +z up left 3,5,2,orange-2,14,27/28,1,b,1308,up center,11,9,1,1,D1-RG1-HV1,,1287,pA,3,,,,,,,
FPix_BpO_D1_BLD3_PNL2_RNG2,,3T,M-I-3-11,10061,7,1Ta,1TA,3,PR132,portcard_FPix_BpO_D1_PRT1,PB-11,J12,3,dcdc_FPix_BpO_D1_PRT1,Disk1_RG1,CI-A 026,P81,A3,SN112498/0022,B8,30201210004667,A,0x7b,0x10,FPix +z up left 2,4,FPix +z up left 3,5,3,orange-2,2,3/4,2,t,1309,up center,11,9,1,1,D1-RG1-HV1,,1288,pA,3,,,,,,,
FPix_BpO_D1_BLD4_PNL2_RNG2,,4T,M-O-1-16,10053,6,1Ta,1TA,1,PR132,portcard_FPix_BpO_D1_PRT1,PB-11,J12,3,dcdc_FPix_BpO_D1_PRT1,Disk1_RG1,CI-A 026,P81,A4,SN112498/0024,B8,30201210004667,A,0x7b,0x10,FPix +z up left 2,3,FPix +z up left 3,5,4,orange-2,14,27/28,2,b,1309,up center,11,9,1,1,D1-RG1-HV1,,1288,pA,3,,,,,,,
FPix_BpO_D1_BLD5_PNL2_RNG2,,5T,M-O-3-42,10075,11,1Tb,1TB,7,PR137,portcard_FPix_BpO_D1_PRT2,PB-3,J12,3,dcdc_FPix_BpO_D1_PRT2,Disk1_RG2,CI-A 015,P115,A4,SN112498/0024,B8,30201210004667,B,0x7c,0x10,FPix +z up left 2,3,FPix +z up left 3,5,4,brown-4,16,31/32,2,b,1309,up center,11,9,1,2,D1-RG2-HV1,,1288,pA,3,,,,,,,
FPix_BpO_D1_BLD6_PNL2_RNG2,,6T,M-B-2-03,10058,10,1Tb,1TB,5,PR137,portcard_FPix_BpO_D1_PRT2,PB-3,J12,3,dcdc_FPix_BpO_D1_PRT2,Disk1_RG2,CI-A 015,P115,A5,SN112498/0023,B8,30201210004667,B,0x7c,0x10,FPix +z up left 2,2,FPix +z up left 3,5,5,brown-4,4,7/8,3,t,1310,up center,11,9,1,2,D1-RG2-HV1,,1289,pA,3,,,,,,,
FPix_BpO_D1_BLD7_PNL2_RNG2,,7T,M-Y-D-NB,7005,9,1Tb,1TB,4,PR137,portcard_FPix_BpO_D1_PRT2,PB-3,J12,4,dcdc_FPix_BpO_D1_PRT2,Disk1_RG2,CI-A 015,P115,B6,SN112498/0058,B8,30201210004667,B,0x7c,0x10,FPix +z up left 2,1,FPix +z up left 3,5,6,orange-2,14,27/28,3,b,1310,up center,11,9,1,2,D1-RG2-HV1,,1289,pA,3,,,,,,,
FPix_BpO_D1_BLD8_PNL2_RNG2,,8T,M-N-3-23,7019,8,1Tb,1TB,3,PR137,portcard_FPix_BpO_D1_PRT2,PB-3,J12,3,dcdc_FPix_BpO_D1_PRT2,Disk1_RG2,CI-A 015,P115,B6,SN112498/0058,B8,30201210004667,B,0x7c,0x10,FPix +z up left 2,1,FPix +z up left 3,5,6,brown-4,16,31/32,3,b,1310,up center,11,9,1,2,D1-RG2-HV1,,1289,pA,3,,,,,,,
FPix_BpO_D1_BLD9_PNL2_RNG2,,9T,M-Y-S-NA,10022,7,1Tb,1TB,1,PR137,portcard_FPix_BpO_D1_PRT2,PB-3,J12,3,dcdc_FPix_BpO_D1_PRT2,Disk1_RG2,CI-A 015,P115,B7,SN112498/0025,B8,30201210004667,B,0x7c,0x10,FPix +z up left 3,6,FPix +z up left 3,5,7,brown-4,4,7/8,4,t,1311,up center,11,9,1,2,D1-RG2-HV1,,1290,pA,3,,,,,,,
FPix_BpO_D1_BLD10_PNL2_RNG2,,10T,M-N-3-06,10024,9,1Tc,1TC,7,PR133,portcard_FPix_BpO_D1_PRT3,PB-20,J12,3,dcdc_FPix_BpO_D1_PRT3,Disk1_RG3,CI-A 049,P116,C15,SN112498/0020,C12,30201210004626,A,0x7e,0x10,FPix +z down left 6,1,FPix +z down left 6,4,8,orange-2,14,27/28,4,b,1311,up center,12,10,1,1,D1-RG3-HV1,,1290,pA,3,,,,,,,
FPix_BpO_D1_BLD11_PNL2_RNG2,,11T,M-Y-J-NL,10077,8,1Tc,1TC,5,PR133,portcard_FPix_BpO_D1_PRT3,PB-20,J12,3,dcdc_FPix_BpO_D1_PRT3,Disk1_RG3,CI-A 049,P116,C16,SN112498/0057,C12,30201210004626,A,0x7e,0x10,FPix +z down left 5,6,FPix +z down left 6,4,9,orange-2,2,3/4,5,t,1312,up center,12,10,1,1,D1-RG3-HV1,,1291,pA,3,,,,,,,
FPix_BpO_D1_BLD12_PNL2_RNG2,,12T,M-M-3-21,10080,7,1Tc,1TC,3,PR133,portcard_FPix_BpO_D1_PRT3,PB-20,J12,3,dcdc_FPix_BpO_D1_PRT3,Disk1_RG3,CI-A 049,P116,D17,SN112498/0059,C12,30201210004626,A,0x7e,0x10,FPix +z down left 5,5,FPix +z down left 6,4,10,orange-2,14,27/28,5,b,1312,up center,12,10,1,1,D1-RG3-HV1,,1291,pA,3,,,,,,,
FPix_BpO_D1_BLD13_PNL2_RNG2,,13T,M-Y-F-NM,10041,6,1Tc,1TC,1,PR133,portcard_FPix_BpO_D1_PRT3,PB-20,J12,3,dcdc_FPix_BpO_D1_PRT3,Disk1_RG3,CI-A 049,P116,D18,SN112498/0060,C12,30201210004626,A,0x7e,0x10,FPix +z down left 5,4,FPix +z down left 6,4,11,orange-2,2,3/4,6,t,1313,up center,12,10,1,1,D1-RG3-HV1,,1292,pA,3,,,,,,,
FPix_BpO_D1_BLD14_PNL2_RNG2,,14T,M-N-3-19,10092,9,1Td,1TD,7,PR136,portcard_FPix_BpO_D1_PRT4,PB-26,J12,3,dcdc_FPix_BpO_D1_PRT4,Disk1_RG4,CI-A 048,P117,D18,SN112498/0060,C12,30201210004626,B,0x7d,0x10,FPix +z down left 5,4,FPix +z down left 6,4,11,brown-4,4,7/8,6,t,1313,up center,12,10,1,2,D1-RG4-HV1,,1292,pA,3,,,,,,,
